movie_id,movie_title,movie_duration,movie_budget,movie_rate
141,The Last Airbender ,103,150000000,4.2
142,Mission: Impossible III ,124,150000000,6.9
143,White House Down ,131,150000000,6.4
144,Mars Needs Moms ,88,150000000,5.4
145,Flushed Away ,85,149000000,6.7
146,Pan ,111,150000000,5.8
147,Mr. Peabody & Sherman ,92,145000000,6.9
148,Troy ,196,175000000,7.2
149,Madagascar 3: Europe's Most Wanted ,93,145000000,6.9
150,Die Another Day ,133,142000000,6.1
151,Ghostbusters ,116,144000000,5.5
152,Armageddon ,153,140000000,6.6
153,Men in Black II ,88,140000000,6.1
154,Beowulf ,115,150000000,6.3
155,Kung Fu Panda 3 ,95,145000000,7.2
156,Mission: Impossible - Ghost Protocol ,133,145000000,7.4
157,Rise of the Guardians ,97,145000000,7.3
158,Fun with Dick and Jane ,90,100000000,6.1
159,The Last Samurai ,154,140000000,7.7
160,Exodus: Gods and Kings ,150,140000000,6.1
161,Star Trek ,127,150000000,8.0
162,Spider-Man ,121,139000000,7.3
163,How to Train Your Dragon 2 ,102,145000000,7.9
164,Gods of Egypt ,126,140000000,5.5
165,Stealth ,121,135000000,5.0
166,Watchmen ,215,130000000,7.7
167,Lethal Weapon 4 ,127,140000000,6.6
168,Hulk ,138,137000000,5.7
169,G.I. Joe: Retaliation ,122,130000000,5.8
170,Sahara ,124,130000000,6.0
171,Final Fantasy: The Spirits Within ,106,137000000,6.4
172,Captain America: The First Avenger ,124,140000000,6.9
173,The World Is Not Enough ,128,135000000,6.4
174,Master and Commander: The Far Side of the World ,138,150000000,7.4
175,The Twilight Saga: Breaking Dawn - Part 2 ,115,120000000,5.5
176,Happy Feet 2 ,100,135000000,5.9
177,The Incredible Hulk ,135,150000000,6.8
178,Miami Vice             ,60,1500000,7.5
179,The BFG ,117,140000000,6.8
180,The Revenant ,156,135000000,8.1
181,Turbo ,96,135000000,6.5
182,Rango ,107,135000000,7.2
183,Penguins of Madagascar ,92,132000000,6.7
184,The Bourne Ultimatum ,115,110000000,8.1
185,Kung Fu Panda ,92,130000000,7.6
186,Ant-Man ,117,130000000,7.4
187,The Hunger Games: Catching Fire ,146,130000000,7.6
188,The Twilight Saga: Breaking Dawn - Part 2 ,115,120000000,5.5
189,Home ,94,135000000,6.7
190,War of the Worlds ,116,132000000,6.5
191,Bad Boys II ,147,130000000,6.6
192,Puss in Boots ,90,130000000,6.7
193,Salt ,101,110000000,6.4
194,Noah ,138,125000000,5.8
195,The Adventures of Tintin ,107,135000000,7.4
196,Harry Potter and the Prisoner of Azkaban ,142,130000000,7.8
197,Australia ,165,130000000,6.6
198,After Earth ,100,130000000,4.9
199,Dinosaur ,82,127500000,6.5
200,Harry Potter and the Deathly Hallows: Part II ,0,0,7.5
201,Night at the Museum: Secret of the Tomb ,98,127000000,6.2
202,Megamind ,95,130000000,7.3
203,Harry Potter and the Sorcerer's Stone ,159,125000000,7.5
204,R.I.P.D. ,96,130000000,5.6
205,Godzilla Resurgence ,120,0,8.2
206,Pirates of the Caribbean: The Curse of the Black Pearl ,143,140000000,8.1
207,Harry Potter and the Deathly Hallows: Part I ,0,0,6.4
208,The Hunger Games: Mockingjay - Part 1 ,123,125000000,6.7
209,The Da Vinci Code ,174,125000000,6.6
210,Rio 2 ,101,103000000,6.4
211,X-Men 2 ,134,110000000,7.5
212,Fast Five ,132,125000000,7.3
213,Sherlock Holmes: A Game of Shadows ,129,125000000,7.5
214,Clash of the Titans ,106,125000000,5.8
215,Total Recall ,113,65000000,7.5
216,The 13th Warrior ,102,85000000,6.6
217,The Bourne Legacy ,135,125000000,6.7
218,Batman & Robin ,125,125000000,3.7
219,How the Grinch Stole Christmas ,110,123000000,6.0
220,The Day After Tomorrow ,124,125000000,6.4
221,Mission: Impossible II ,123,125000000,6.1
222,The Perfect Storm ,130,140000000,6.4
223,Fantastic 4: Rise of the Silver Surfer ,92,130000000,5.6
224,Life of Pi ,127,120000000,8.0
225,Ghost Rider ,123,110000000,5.2
226,Jason Bourne ,123,120000000,7.1
227,Charlie's Angels: Full Throttle ,107,120000000,4.8
228,Prometheus ,124,130000000,7.0
229,Stuart Little 2 ,77,120000000,5.4
230,Elysium ,109,115000000,6.6
231,The Chronicles of Riddick ,134,105000000,6.7
232,RoboCop ,117,100000000,6.2
233,Speed Racer ,135,120000000,6.1
234,How Do You Know ,121,120000000,5.3
235,Knight and Day ,117,117000000,6.3
236,Oblivion ,124,120000000,7.0
237,Star Wars: Episode III - Revenge of the Sith ,140,113000000,7.6
238,Star Wars: Episode II - Attack of the Clones ,142,115000000,6.7
239,Monsters Inc.,92,115000000,8.1
240,The Wolverine ,138,120000000,6.7
241,Star Wars: Episode I - The Phantom Menace ,136,115000000,6.5
242,The Croods ,98,135000000,7.3
243,Asterix at the Olympic Games ,116,78000000,5.1
244,Windtalkers ,153,115000000,6.0
245,The Huntsman: Winter's War ,120,115000000,6.1
246,Teenage Mutant Ninja Turtles ,101,125000000,5.9
247,Gravity ,91,100000000,7.8
248,Dante's Peak ,108,116000000,5.8
249,Teenage Mutant Ninja Turtles: Out of the Shadows ,112,135000000,6.3
250,Fantastic Four ,100,120000000,4.3
251,Night at the Museum ,108,110000000,6.4
252,San Andreas ,114,110000000,6.1
253,Tomorrow Never Dies ,119,110000000,6.5
254,The Patriot ,142,110000000,7.1
255,Ocean's Twelve ,125,110000000,6.4
256,Mr. & Mrs. Smith ,126,120000000,6.5
257,Insurgent ,119,110000000,6.3
258,The Aviator ,170,110000000,7.5
259,Gulliver's Travels ,85,112000000,4.9
260,The Green Hornet ,119,120000000,5.8
261,The A-Team             ,60,0,7.6
262,300: Rise of an Empire ,102,110000000,6.2
263,The Smurfs ,103,110000000,5.5
264,Home on the Range ,76,110000000,5.4
265,Allegiant ,120,110000000,5.8
266,Real Steel ,127,110000000,7.1
267,The Smurfs 2 ,105,105000000,5.4
268,Speed 2: Cruise Control ,121,160000000,3.7
269,Ender's Game ,114,110000000,6.7
270,Live Free or Die Hard ,129,110000000,7.2
271,The Lord of the Rings: The Fellowship of the Ring ,171,93000000,8.8
272,Around the World in 80 Days ,120,110000000,5.8
273,Ali ,165,107000000,6.8
274,The Cat in the Hat ,82,109000000,3.8
275,I Robot ,115,120000000,7.1
276,Kingdom of Heaven ,194,130000000,7.2
277,Stuart Little ,84,133000000,5.9
278,The Princess and the Frog ,97,105000000,7.1
279,The Martian ,151,108000000,8.1
280,"10000 B.C.             ",22,0,7.2
281,The Island ,136,126000000,6.9
282,Town & Country ,104,90000000,4.4
283,Gone in Sixty Seconds ,127,90000000,6.5
284,Gladiator ,171,103000000,8.5
285,Minority Report ,145,102000000,7.7
286,Harry Potter and the Chamber of Secrets ,174,100000000,7.4
287,Casino Royale ,144,150000000,8.0
288,Planet of the Apes ,119,100000000,5.7
289,Terminator 2: Judgment Day ,153,102000000,8.5
290,Public Enemies ,140,100000000,7.0
291,American Gangster ,176,100000000,7.8
292,True Lies ,141,115000000,7.2
293,The Taking of Pelham 1 2 3 ,106,100000000,6.4
294,Little Fockers ,98,100000000,5.5
295,The Other Guys ,116,100000000,6.7
296,Eraser ,115,100000000,6.1
297,Django Unchained ,165,100000000,8.5
298,The Hunchback of Notre Dame ,91,100000000,6.9
299,The Emperor's New Groove ,78,100000000,7.3
300,The Expendables 2 ,103,92000000,6.7
301,National Treasure ,131,100000000,6.9
302,Eragon ,104,100000000,5.1
303,Where the Wild Things Are ,101,100000000,6.8
304,Pan ,111,150000000,5.8
305,Epic ,102,100000000,6.7
306,The Tourist ,103,100000000,6.0
307,End of Days ,121,83000000,5.7
308,Blood Diamond ,143,100000000,8.0
309,The Wolf of Wall Street ,240,100000000,8.2
310,Batman Forever ,121,100000000,5.4
311,Starship Troopers ,129,105000000,7.2
312,Cloud Atlas ,172,102000000,7.5
313,Legend of the Guardians: The Owls of Ga'Hoole ,101,80000000,7.0
314,Catwoman ,87,100000000,3.3
315,Hercules ,101,100000000,6.0
316,Treasure Planet ,95,140000000,7.1
317,Land of the Lost ,102,100000000,5.4
318,The Expendables 3 ,131,90000000,6.1
319,Point Break ,114,105000000,5.3
320,Son of the Mask ,94,84000000,2.2
321,In the Heart of the Sea ,122,100000000,7.0
322,The Adventures of Pluto Nash ,95,100000000,3.8
323,Green Zone ,115,100000000,6.9
324,The Peanuts Movie ,88,99000000,7.2
325,The Spanish Prisoner ,110,10000000,7.3
326,The Mummy Returns ,130,98000000,6.3
327,Gangs of New York ,216,100000000,7.5
328,The Flowers of War ,146,94000000,7.6
329,Surf's Up ,85,100000000,6.8
330,The Stepford Wives ,93,90000000,5.2
331,Black Hawk Down ,152,92000000,7.7
332,The Campaign ,85,95000000,6.2
333,The Fifth Element ,126,93000000,7.7
334,Sex and the City 2 ,146,100000000,4.3
335,The Road to El Dorado ,89,95000000,6.9
336,Ice Age: Continental Drift ,88,95000000,6.6
337,Cinderella ,105,95000000,7.0
338,The Lovely Bones ,135,65000000,6.7
339,Finding Nemo ,100,94000000,8.2
340,The Lord of the Rings: The Return of the King ,192,94000000,8.9
341,The Lord of the Rings: The Two Towers ,172,94000000,8.7
342,Seventh Son ,102,95000000,5.5
343,Lara Croft: Tomb Raider ,100,115000000,5.7
344,Transcendence ,119,100000000,6.3
345,Jurassic Park III ,92,93000000,5.9
346,Rise of the Planet of the Apes ,105,93000000,7.6
347,The Spiderwick Chronicles ,107,90000000,6.6
348,A Good Day to Die Hard ,101,92000000,5.3
349,The Alamo ,137,107000000,6.0
350,The Incredibles ,115,92000000,8.0
351,Cutthroat Island ,124,98000000,5.6
352,Percy Jackson & the Olympians: The Lightning Thief ,118,95000000,5.9
353,Men in Black ,98,90000000,7.3
354,Toy Story 2 ,82,90000000,7.9
355,Unstoppable ,98,100000000,6.8
356,Rush Hour 2 ,90,90000000,6.6
357,What Lies Beneath ,130,100000000,6.6
358,Cloudy with a Chance of Meatballs ,90,100000000,7.0
359,Ice Age: Dawn of the Dinosaurs ,94,90000000,7.0
360,The Secret Life of Walter Mitty ,114,90000000,7.3
361,Charlie's Angels ,94,92000000,5.5
362,The Departed ,151,90000000,8.5
363,Mulan ,88,90000000,7.5
364,Tropic Thunder ,121,92000000,7.0
365,The Girl with the Dragon Tattoo ,158,90000000,7.8
366,Die Hard with a Vengeance ,128,90000000,7.6
367,Sherlock Holmes ,128,90000000,7.6
368,Ben-Hur ,141,0,6.1
369,Atlantis: The Lost Empire ,95,120000000,6.8
370,Alvin and the Chipmunks: The Road Chip ,92,90000000,5.0
371,Valkyrie ,121,75000000,7.1
372,You Don't Mess with the Zohan ,113,90000000,5.5
373,Pixels ,106,88000000,5.6
374,A.I. Artificial Intelligence ,146,100000000,7.1
375,The Haunted Mansion ,88,90000000,4.9
376,Contact ,150,90000000,7.4
377,Hollow Man ,119,95000000,5.7
378,The Interpreter ,128,80000000,6.4
379,Percy Jackson: Sea of Monsters ,106,90000000,5.9
380,Lara Croft Tomb Raider: The Cradle of Life ,117,95000000,5.5
381,Now You See Me 2 ,129,90000000,6.9
382,The Saint ,116,68000000,6.2
383,Spy Game ,114,92000000,7.0
384,Mission to Mars ,114,90000000,5.6
385,Rio ,96,90000000,7.0
386,Bicentennial Man ,132,100000000,6.8
387,Volcano ,104,90000000,5.4
388,The Devil's Own ,111,86000000,6.1
389,K-19: The Widowmaker ,138,100000000,6.7
390,Fantastic Four ,100,120000000,4.3
391,Conan the Barbarian ,129,20000000,6.9
392,Cinderella Man ,144,88000000,8.0
393,The Nutcracker in 3D ,110,90000000,4.4
394,Seabiscuit ,140,87000000,7.3
395,Twister ,113,92000000,6.3
396,The Fast and the Furious ,106,38000000,6.7
397,Cast Away ,143,90000000,7.7
398,Happy Feet ,108,100000000,6.5
399,The Bourne Supremacy ,108,75000000,7.8
400,Air Force One ,124,85000000,6.4
401,Ocean's Eleven ,116,85000000,7.8
402,The Three Musketeers ,110,75000000,5.8
403,Hotel Transylvania ,91,85000000,7.1
404,Enchanted ,107,85000000,7.1
405,Hannibal             ,44,0,8.6
406,Safe House ,115,85000000,6.8
407,102 Dalmatians ,100,85000000,4.8
408,Tower Heist ,104,75000000,6.2
409,The Holiday ,138,85000000,6.9
410,Enemy of the State ,140,90000000,7.3
411,It's Complicated ,120,85000000,6.6
412,Ocean's Thirteen ,122,85000000,6.9
413,Open Season ,83,85000000,6.2
414,Divergent ,139,85000000,6.7
415,Enemy at the Gates ,131,68000000,7.6
416,The Rundown ,104,85000000,6.7
417,Last Action Hero ,130,70000000,6.2
418,Memoirs of a Geisha ,145,85000000,7.3
419,The Fast and the Furious: Tokyo Drift ,104,85000000,6.0
420,Arthur Christmas ,97,100000000,7.1
421,Meet Joe Black ,178,90000000,7.1
422,Collateral Damage ,108,85000000,5.5
423,All That Jazz ,123,0,7.8
424,Mirror Mirror ,106,85000000,5.6
425,Scott Pilgrim vs. the World ,112,60000000,7.5
426,The Core ,135,60000000,5.4
427,Nutty Professor II: The Klumps ,109,65000000,4.3
428,Scooby-Doo ,86,84000000,4.9
429,Dredd ,95,35000000,7.1
430,Click ,107,70000000,6.4
431,Creepshow ,130,8000000,6.9
432,Cats & Dogs: The Revenge of Kitty Galore ,82,85000000,4.3
433,Jumper ,88,85000000,6.1
434,Hellboy II: The Golden Army ,120,85000000,7.0
435,Zodiac ,162,65000000,7.7
436,The 6th Day ,123,82000000,5.9
437,Bruce Almighty ,101,81000000,6.7
438,The Expendables ,113,80000000,6.5
439,Mission: Impossible ,110,80000000,7.1
440,The Hunger Games ,142,78000000,7.3
441,The Hangover Part II ,102,80000000,6.5
442,Batman Returns ,126,80000000,7.0
443,Over the Hedge ,83,80000000,6.8
444,Lilo & Stitch ,85,80000000,7.2
445,Charlotte's Web ,97,0,6.4
446,Deep Impact ,120,75000000,6.1
447,RED 2 ,116,84000000,6.7
448,The Longest Yard ,113,82000000,6.4
449,Alvin and the Chipmunks: Chipwrecked ,87,75000000,4.4
450,Grown Ups 2 ,101,80000000,5.4
451,Get Smart ,110,80000000,6.5
452,Something's Gotta Give ,128,80000000,6.7
453,Shutter Island ,138,80000000,8.1
454,Four Christmases ,88,80000000,5.6
455,Robots ,91,75000000,6.3
456,Face/Off ,138,80000000,7.3
457,Bedtime Stories ,99,80000000,6.1
458,Road to Perdition ,117,80000000,7.7
459,Just Go with It ,117,80000000,6.4
460,Daredevil             ,54,0,8.8
461,Con Air ,123,75000000,6.8
462,Eagle Eye ,118,80000000,6.6
463,Cold Mountain ,154,79000000,7.2
464,The Book of Eli ,118,80000000,6.9
465,Flubber ,90,80000000,5.2
466,The Haunting ,113,80000000,4.9
467,Space Jam ,88,80000000,6.3
468,The Pink Panther ,93,65000000,5.6
469,The Day the Earth Stood Still ,104,80000000,5.5
470,Conspiracy Theory ,135,75000000,6.7
471,Fury ,134,68000000,7.6
472,Six Days Seven Nights ,98,70000000,5.7
473,Yogi Bear ,80,80000000,4.6
474,Spirit: Stallion of the Cimarron ,83,80000000,7.0
475,Zookeeper ,102,80000000,5.2
476,Lost in Space ,130,80000000,5.1
477,The Manchurian Candidate ,129,80000000,6.6
478,DÃ©jÃ  Vu ,117,0,7.0
479,Hotel Transylvania 2 ,89,80000000,6.7
480,Bewitched             ,25,0,7.6
481,Fantasia 2000 ,74,80000000,7.3
482,The Time Machine ,96,80000000,5.9
483,Mighty Joe Young ,114,90000000,5.6
484,Swordfish ,99,80000000,6.5
485,The Legend of Zorro ,129,75000000,5.9
486,What Dreams May Come ,113,85000000,7.0
487,Little Nicky ,90,80000000,5.3
488,The Brothers Grimm ,118,88000000,5.9
489,Mars Attacks! ,106,70000000,6.3
490,Evolution ,81,0,6.4
491,The Edge ,117,0,6.9
492,Surrogates ,89,80000000,6.3
493,Thirteen Days ,145,80000000,7.3
494,Daylight ,114,80000000,5.8
495,Walking with Dinosaurs 3D ,87,80000000,5.2
496,Battlefield Earth ,119,44000000,2.4
497,Looney Tunes: Back in Action ,91,80000000,5.7
498,Nine ,118,80000000,5.8
499,Timeline ,116,80000000,5.6
500,The Postman ,177,80000000,6.0
501,Babe: Pig in the City ,97,80000000,5.8
502,The Last Witch Hunter ,106,90000000,6.0
503,Red Planet ,106,70000000,5.7
504,Arthur and the Invisibles ,94,86000000,6.0
505,Oceans ,104,40000000,7.8
506,A Sound of Thunder ,102,52000000,4.2
507,Pompeii ,105,80000000,5.6
508,Top Cat Begins ,89,8000000,4.4
509,A Beautiful Mind ,135,58000000,8.2
510,The Lion King ,73,45000000,8.5
511,Journey 2: The Mysterious Island ,94,79000000,5.8
512,Cloudy with a Chance of Meatballs 2 ,95,78000000,6.5
513,Red Dragon ,124,78000000,7.2
514,Hidalgo ,136,100000000,6.7
515,Jack and Jill ,91,79000000,3.4
516,2 Fast 2 Furious ,107,76000000,5.9
517,The Little Prince ,108,81200000,7.8
518,The Invasion ,99,80000000,5.9
519,The Adventures of Rocky & Bullwinkle ,92,76000000,4.1
520,The Secret Life of Pets ,87,75000000,6.8
521,The League of Extraordinary Gentlemen ,110,78000000,5.8
522,Despicable Me 2 ,98,76000000,7.5
523,Independence Day ,154,75000000,6.9
524,The Lost World: Jurassic Park ,129,73000000,6.5
525,Madagascar ,86,75000000,6.9
526,Children of Men ,109,76000000,7.9
527,X-Men ,104,75000000,7.4
528,Wanted ,110,75000000,6.7
529,The Rock ,136,75000000,7.4
530,Ice Age: The Meltdown ,115,80000000,6.9
531,50 First Dates ,99,75000000,6.8
532,Hairspray ,117,75000000,6.7
533,Exorcist: The Beginning ,125,50000000,5.1
534,Inspector Gadget ,110,75000000,4.1
535,Now You See Me ,125,75000000,7.3
536,Grown Ups ,102,80000000,6.0
537,The Terminal ,128,60000000,7.3
538,Constantine             ,43,0,7.5
539,Hotel for Dogs ,100,35000000,5.4
540,Vertical Limit ,124,75000000,5.9
541,Charlie Wilson's War ,102,75000000,7.1
542,Shark Tale ,90,75000000,6.0
543,Dreamgirls ,130,70000000,6.5
544,Life             ,45,0,8.3
545,Be Cool ,118,53000000,5.7
546,Munich ,163,70000000,7.6
547,Tears of the Sun ,142,70000000,6.6
548,Killers ,100,75000000,5.4
549,The Man from U.N.C.L.E. ,116,75000000,7.3
550,Spanglish ,131,80000000,6.5
551,Monster House ,91,75000000,6.6
552,Bandits ,123,80000000,6.6
553,First Knight ,134,55000000,5.9
554,Anna and the King ,148,75000000,6.7
555,Immortals ,110,75000000,6.1
556,Hostage ,113,52000000,6.6
557,Titan A.E. ,94,75000000,6.6
558,Hollywood Homicide ,116,75000000,5.3
559,Soldier ,99,75000000,6.0
560,Carriers ,84,0,6.0
561,Monkeybone ,93,75000000,4.7
562,Flight of the Phoenix ,113,45000000,6.1
563,Unbreakable ,106,75000000,7.2
564,Minions ,91,74000000,6.4
565,Sucker Punch ,128,82000000,6.1
566,Snake Eyes ,98,69000000,5.9
567,Sphere ,134,75000000,6.0
568,The Angry Birds Movie ,97,73000000,6.3
569,Fool's Gold ,112,70000000,5.6
570,Funny People ,153,75000000,6.4
571,The Kingdom ,110,70000000,7.1
572,Talladega Nights: The Ballad of Ricky Bobby ,122,73000000,6.6
573,Dr. Dolittle 2 ,87,72000000,4.6
574,Braveheart ,178,72000000,8.4
575,Jarhead ,125,70000000,7.1
576,The Simpsons Movie ,87,75000000,7.4
577,The Majestic ,152,72000000,6.9
578,Driven ,116,72000000,4.5
579,Two Brothers ,109,59660000,7.1
580,The Village ,108,60000000,6.5
581,Doctor Dolittle ,85,71500000,5.3
582,Signs ,106,72000000,6.7
583,Shrek 2 ,93,150000000,7.2
584,Cars ,117,120000000,7.2
585,Runaway Bride ,116,70000000,5.5
586,xXx ,132,70000000,5.8
587,The SpongeBob Movie: Sponge Out of Water ,92,74000000,6.0
588,Ransom ,139,80000000,6.6
589,Inglourious Basterds ,153,75000000,8.3
590,Hook ,142,70000000,6.7
591,Hercules ,101,100000000,6.0
592,Die Hard 2 ,124,70000000,7.1
593,S.W.A.T. ,117,80000000,6.0
594,Sleepy Hollow             ,45,0,7.5
595,Vanilla Sky ,141,68000000,6.9
596,Lady in the Water ,110,70000000,5.6
597,AVP: Alien vs. Predator ,109,60000000,5.6
598,Alvin and the Chipmunks: The Squeakquel ,88,75000000,4.5
599,We Were Soldiers ,124,75000000,7.1
600,Olympus Has Fallen ,119,70000000,6.5
601,Star Trek: Insurrection ,103,58000000,6.4
602,Battle Los Angeles ,116,70000000,5.8
603,Big Fish ,125,70000000,8.0
604,Wolf ,125,70000000,6.2
605,War Horse ,146,66000000,7.2
606,The Monuments Men ,118,70000000,6.1
607,The Abyss ,171,69500000,7.6
608,Wall Street: Money Never Sleeps ,136,70000000,6.3
609,Dracula Untold ,92,70000000,6.3
610,The Siege ,116,70000000,6.3
611,Stardust ,127,70000000,7.7
612,Seven Years in Tibet ,136,70000000,7.0
613,The Dilemma ,111,70000000,5.3
614,Bad Company ,116,70000000,5.6
615,Doom ,113,60000000,5.2
616,I Spy ,97,70000000,5.4
617,Underworld: Awakening ,88,70000000,6.4
618,Rock of Ages ,136,75000000,5.9
619,Hart's War ,125,60000000,6.3
620,Killer Elite ,116,35000000,6.5
621,Rollerball ,98,70000000,3.0
622,Ballistic: Ecks vs. Sever ,91,70000000,3.6
623,Hard Rain ,97,70000000,5.8
624,Osmosis Jones ,95,70000000,6.2
625,Legends of Oz: Dorothy's Return ,88,70000000,5.6
626,Blackhat ,133,70000000,5.4
627,Sky Captain and the World of Tomorrow ,106,70000000,6.1
628,Basic Instinct 2 ,116,70000000,4.2
629,Escape Plan ,115,50000000,6.7
630,The Legend of Hercules ,99,70000000,4.2
631,The Sum of All Fears ,124,68000000,6.4
